id,phase_code,phase_label,cargo_code,cargo_label,trigger_code,trigger_label,context_code,context_label,text,eusotrip_coverage,eusotrip_evidence,uber_freight,cloudtrucks,severity,gap_note
S-17-01-03-D,17,Cancellation,01,Dry van,03,Mechanical breakdown,D,Multi-stop / chain,[Cancellation] · Dry van · Mechanical breakdown · Multi-stop / chain: a shipper and driver execute the cancellation step on a dry van load while mechanical breakdown unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-01-04-A,17,Cancellation,01,Dry van,04,Traffic / road closure,A,Direct shipper→driver,[Cancellation] · Dry van · Traffic / road closure · Direct shipper→driver: a shipper and driver execute the cancellation step on a dry van load while traffic / road closure unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-01-04-B,17,Cancellation,01,Dry van,04,Traffic / road closure,B,Broker-routed,[Cancellation] · Dry van · Traffic / road closure · Broker-routed: a shipper and driver execute the cancellation step on a dry van load while traffic / road closure unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-01-04-C,17,Cancellation,01,Dry van,04,Traffic / road closure,C,Catalyst-managed,[Cancellation] · Dry van · Traffic / road closure · Catalyst-managed: a shipper and driver execute the cancellation step on a dry van load while traffic / road closure unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-01-04-D,17,Cancellation,01,Dry van,04,Traffic / road closure,D,Multi-stop / chain,[Cancellation] · Dry van · Traffic / road closure · Multi-stop / chain: a shipper and driver execute the cancellation step on a dry van load while traffic / road closure unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-01-05-A,17,Cancellation,01,Dry van,05,Accident / incident,A,Direct shipper→driver,[Cancellation] · Dry van · Accident / incident · Direct shipper→driver: a shipper and driver execute the cancellation step on a dry van load while accident / incident unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-01-05-B,17,Cancellation,01,Dry van,05,Accident / incident,B,Broker-routed,[Cancellation] · Dry van · Accident / incident · Broker-routed: a shipper and driver execute the cancellation step on a dry van load while accident / incident unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-01-05-C,17,Cancellation,01,Dry van,05,Accident / incident,C,Catalyst-managed,[Cancellation] · Dry van · Accident / incident · Catalyst-managed: a shipper and driver execute the cancellation step on a dry van load while accident / incident unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-01-05-D,17,Cancellation,01,Dry van,05,Accident / incident,D,Multi-stop / chain,[Cancellation] · Dry van · Accident / incident · Multi-stop / chain: a shipper and driver execute the cancellation step on a dry van load while accident / incident unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-01-06-A,17,Cancellation,01,Dry van,06,Customs hold,A,Direct shipper→driver,[Cancellation] · Dry van · Customs hold · Direct shipper→driver: a shipper and driver execute the cancellation step on a dry van load while customs hold unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-01-06-B,17,Cancellation,01,Dry van,06,Customs hold,B,Broker-routed,[Cancellation] · Dry van · Customs hold · Broker-routed: a shipper and driver execute the cancellation step on a dry van load while customs hold unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-01-06-C,17,Cancellation,01,Dry van,06,Customs hold,C,Catalyst-managed,[Cancellation] · Dry van · Customs hold · Catalyst-managed: a shipper and driver execute the cancellation step on a dry van load while customs hold unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-01-06-D,17,Cancellation,01,Dry van,06,Customs hold,D,Multi-stop / chain,[Cancellation] · Dry van · Customs hold · Multi-stop / chain: a shipper and driver execute the cancellation step on a dry van load while customs hold unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-01-07-A,17,Cancellation,01,Dry van,07,Missed appointment,A,Direct shipper→driver,[Cancellation] · Dry van · Missed appointment · Direct shipper→driver: a shipper and driver execute the cancellation step on a dry van load while missed appointment unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-01-07-B,17,Cancellation,01,Dry van,07,Missed appointment,B,Broker-routed,[Cancellation] · Dry van · Missed appointment · Broker-routed: a shipper and driver execute the cancellation step on a dry van load while missed appointment unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-01-07-C,17,Cancellation,01,Dry van,07,Missed appointment,C,Catalyst-managed,[Cancellation] · Dry van · Missed appointment · Catalyst-managed: a shipper and driver execute the cancellation step on a dry van load while missed appointment unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-01-07-D,17,Cancellation,01,Dry van,07,Missed appointment,D,Multi-stop / chain,[Cancellation] · Dry van · Missed appointment · Multi-stop / chain: a shipper and driver execute the cancellation step on a dry van load while missed appointment unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-01-08-A,17,Cancellation,01,Dry van,08,Document defect,A,Direct shipper→driver,[Cancellation] · Dry van · Document defect · Direct shipper→driver: a shipper and driver execute the cancellation step on a dry van load while document defect unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-01-08-B,17,Cancellation,01,Dry van,08,Document defect,B,Broker-routed,[Cancellation] · Dry van · Document defect · Broker-routed: a shipper and driver execute the cancellation step on a dry van load while document defect unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-01-08-C,17,Cancellation,01,Dry van,08,Document defect,C,Catalyst-managed,[Cancellation] · Dry van · Document defect · Catalyst-managed: a shipper and driver execute the cancellation step on a dry van load while document defect unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-01-08-D,17,Cancellation,01,Dry van,08,Document defect,D,Multi-stop / chain,[Cancellation] · Dry van · Document defect · Multi-stop / chain: a shipper and driver execute the cancellation step on a dry van load while document defect unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-01-09-A,17,Cancellation,01,Dry van,09,Route deviation,A,Direct shipper→driver,[Cancellation] · Dry van · Route deviation · Direct shipper→driver: a shipper and driver execute the cancellation step on a dry van load while route deviation unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-01-09-B,17,Cancellation,01,Dry van,09,Route deviation,B,Broker-routed,[Cancellation] · Dry van · Route deviation · Broker-routed: a shipper and driver execute the cancellation step on a dry van load while route deviation unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-01-09-C,17,Cancellation,01,Dry van,09,Route deviation,C,Catalyst-managed,[Cancellation] · Dry van · Route deviation · Catalyst-managed: a shipper and driver execute the cancellation step on a dry van load while route deviation unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-01-09-D,17,Cancellation,01,Dry van,09,Route deviation,D,Multi-stop / chain,[Cancellation] · Dry van · Route deviation · Multi-stop / chain: a shipper and driver execute the cancellation step on a dry van load while route deviation unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-01-10-A,17,Cancellation,01,Dry van,10,HOS violation risk,A,Direct shipper→driver,[Cancellation] · Dry van · HOS violation risk · Direct shipper→driver: a shipper and driver execute the cancellation step on a dry van load while hos violation risk unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-01-10-B,17,Cancellation,01,Dry van,10,HOS violation risk,B,Broker-routed,[Cancellation] · Dry van · HOS violation risk · Broker-routed: a shipper and driver execute the cancellation step on a dry van load while hos violation risk unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-01-10-C,17,Cancellation,01,Dry van,10,HOS violation risk,C,Catalyst-managed,[Cancellation] · Dry van · HOS violation risk · Catalyst-managed: a shipper and driver execute the cancellation step on a dry van load while hos violation risk unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-01-10-D,17,Cancellation,01,Dry van,10,HOS violation risk,D,Multi-stop / chain,[Cancellation] · Dry van · HOS violation risk · Multi-stop / chain: a shipper and driver execute the cancellation step on a dry van load while hos violation risk unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-02-01-A,17,Cancellation,02,Reefer,01,Happy path,A,Direct shipper→driver,[Cancellation] · Reefer · Happy path · Direct shipper→driver: a shipper and driver execute the cancellation step on a reefer load while happy path unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-02-01-B,17,Cancellation,02,Reefer,01,Happy path,B,Broker-routed,[Cancellation] · Reefer · Happy path · Broker-routed: a shipper and driver execute the cancellation step on a reefer load while happy path unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-02-01-C,17,Cancellation,02,Reefer,01,Happy path,C,Catalyst-managed,[Cancellation] · Reefer · Happy path · Catalyst-managed: a shipper and driver execute the cancellation step on a reefer load while happy path unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-02-01-D,17,Cancellation,02,Reefer,01,Happy path,D,Multi-stop / chain,[Cancellation] · Reefer · Happy path · Multi-stop / chain: a shipper and driver execute the cancellation step on a reefer load while happy path unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-02-02-A,17,Cancellation,02,Reefer,02,Weather delay,A,Direct shipper→driver,[Cancellation] · Reefer · Weather delay · Direct shipper→driver: a shipper and driver execute the cancellation step on a reefer load while weather delay unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-02-02-B,17,Cancellation,02,Reefer,02,Weather delay,B,Broker-routed,[Cancellation] · Reefer · Weather delay · Broker-routed: a shipper and driver execute the cancellation step on a reefer load while weather delay unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-02-02-C,17,Cancellation,02,Reefer,02,Weather delay,C,Catalyst-managed,[Cancellation] · Reefer · Weather delay · Catalyst-managed: a shipper and driver execute the cancellation step on a reefer load while weather delay unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-02-02-D,17,Cancellation,02,Reefer,02,Weather delay,D,Multi-stop / chain,[Cancellation] · Reefer · Weather delay · Multi-stop / chain: a shipper and driver execute the cancellation step on a reefer load while weather delay unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-02-03-A,17,Cancellation,02,Reefer,03,Mechanical breakdown,A,Direct shipper→driver,[Cancellation] · Reefer · Mechanical breakdown · Direct shipper→driver: a shipper and driver execute the cancellation step on a reefer load while mechanical breakdown unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-02-03-B,17,Cancellation,02,Reefer,03,Mechanical breakdown,B,Broker-routed,[Cancellation] · Reefer · Mechanical breakdown · Broker-routed: a shipper and driver execute the cancellation step on a reefer load while mechanical breakdown unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-02-03-C,17,Cancellation,02,Reefer,03,Mechanical breakdown,C,Catalyst-managed,[Cancellation] · Reefer · Mechanical breakdown · Catalyst-managed: a shipper and driver execute the cancellation step on a reefer load while mechanical breakdown unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-02-03-D,17,Cancellation,02,Reefer,03,Mechanical breakdown,D,Multi-stop / chain,[Cancellation] · Reefer · Mechanical breakdown · Multi-stop / chain: a shipper and driver execute the cancellation step on a reefer load while mechanical breakdown unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-02-04-A,17,Cancellation,02,Reefer,04,Traffic / road closure,A,Direct shipper→driver,[Cancellation] · Reefer · Traffic / road closure · Direct shipper→driver: a shipper and driver execute the cancellation step on a reefer load while traffic / road closure unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-02-04-B,17,Cancellation,02,Reefer,04,Traffic / road closure,B,Broker-routed,[Cancellation] · Reefer · Traffic / road closure · Broker-routed: a shipper and driver execute the cancellation step on a reefer load while traffic / road closure unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-02-04-C,17,Cancellation,02,Reefer,04,Traffic / road closure,C,Catalyst-managed,[Cancellation] · Reefer · Traffic / road closure · Catalyst-managed: a shipper and driver execute the cancellation step on a reefer load while traffic / road closure unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-02-04-D,17,Cancellation,02,Reefer,04,Traffic / road closure,D,Multi-stop / chain,[Cancellation] · Reefer · Traffic / road closure · Multi-stop / chain: a shipper and driver execute the cancellation step on a reefer load while traffic / road closure unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-02-05-A,17,Cancellation,02,Reefer,05,Accident / incident,A,Direct shipper→driver,[Cancellation] · Reefer · Accident / incident · Direct shipper→driver: a shipper and driver execute the cancellation step on a reefer load while accident / incident unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-02-05-B,17,Cancellation,02,Reefer,05,Accident / incident,B,Broker-routed,[Cancellation] · Reefer · Accident / incident · Broker-routed: a shipper and driver execute the cancellation step on a reefer load while accident / incident unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-02-05-C,17,Cancellation,02,Reefer,05,Accident / incident,C,Catalyst-managed,[Cancellation] · Reefer · Accident / incident · Catalyst-managed: a shipper and driver execute the cancellation step on a reefer load while accident / incident unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-02-05-D,17,Cancellation,02,Reefer,05,Accident / incident,D,Multi-stop / chain,[Cancellation] · Reefer · Accident / incident · Multi-stop / chain: a shipper and driver execute the cancellation step on a reefer load while accident / incident unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-02-06-A,17,Cancellation,02,Reefer,06,Customs hold,A,Direct shipper→driver,[Cancellation] · Reefer · Customs hold · Direct shipper→driver: a shipper and driver execute the cancellation step on a reefer load while customs hold unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-02-06-B,17,Cancellation,02,Reefer,06,Customs hold,B,Broker-routed,[Cancellation] · Reefer · Customs hold · Broker-routed: a shipper and driver execute the cancellation step on a reefer load while customs hold unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-02-06-C,17,Cancellation,02,Reefer,06,Customs hold,C,Catalyst-managed,[Cancellation] · Reefer · Customs hold · Catalyst-managed: a shipper and driver execute the cancellation step on a reefer load while customs hold unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-02-06-D,17,Cancellation,02,Reefer,06,Customs hold,D,Multi-stop / chain,[Cancellation] · Reefer · Customs hold · Multi-stop / chain: a shipper and driver execute the cancellation step on a reefer load while customs hold unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-02-07-A,17,Cancellation,02,Reefer,07,Missed appointment,A,Direct shipper→driver,[Cancellation] · Reefer · Missed appointment · Direct shipper→driver: a shipper and driver execute the cancellation step on a reefer load while missed appointment unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-02-07-B,17,Cancellation,02,Reefer,07,Missed appointment,B,Broker-routed,[Cancellation] · Reefer · Missed appointment · Broker-routed: a shipper and driver execute the cancellation step on a reefer load while missed appointment unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-02-07-C,17,Cancellation,02,Reefer,07,Missed appointment,C,Catalyst-managed,[Cancellation] · Reefer · Missed appointment · Catalyst-managed: a shipper and driver execute the cancellation step on a reefer load while missed appointment unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-02-07-D,17,Cancellation,02,Reefer,07,Missed appointment,D,Multi-stop / chain,[Cancellation] · Reefer · Missed appointment · Multi-stop / chain: a shipper and driver execute the cancellation step on a reefer load while missed appointment unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-02-08-A,17,Cancellation,02,Reefer,08,Document defect,A,Direct shipper→driver,[Cancellation] · Reefer · Document defect · Direct shipper→driver: a shipper and driver execute the cancellation step on a reefer load while document defect unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-02-08-B,17,Cancellation,02,Reefer,08,Document defect,B,Broker-routed,[Cancellation] · Reefer · Document defect · Broker-routed: a shipper and driver execute the cancellation step on a reefer load while document defect unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-02-08-C,17,Cancellation,02,Reefer,08,Document defect,C,Catalyst-managed,[Cancellation] · Reefer · Document defect · Catalyst-managed: a shipper and driver execute the cancellation step on a reefer load while document defect unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-02-08-D,17,Cancellation,02,Reefer,08,Document defect,D,Multi-stop / chain,[Cancellation] · Reefer · Document defect · Multi-stop / chain: a shipper and driver execute the cancellation step on a reefer load while document defect unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-02-09-A,17,Cancellation,02,Reefer,09,Route deviation,A,Direct shipper→driver,[Cancellation] · Reefer · Route deviation · Direct shipper→driver: a shipper and driver execute the cancellation step on a reefer load while route deviation unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-02-09-B,17,Cancellation,02,Reefer,09,Route deviation,B,Broker-routed,[Cancellation] · Reefer · Route deviation · Broker-routed: a shipper and driver execute the cancellation step on a reefer load while route deviation unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-02-09-C,17,Cancellation,02,Reefer,09,Route deviation,C,Catalyst-managed,[Cancellation] · Reefer · Route deviation · Catalyst-managed: a shipper and driver execute the cancellation step on a reefer load while route deviation unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-02-09-D,17,Cancellation,02,Reefer,09,Route deviation,D,Multi-stop / chain,[Cancellation] · Reefer · Route deviation · Multi-stop / chain: a shipper and driver execute the cancellation step on a reefer load while route deviation unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-02-10-A,17,Cancellation,02,Reefer,10,HOS violation risk,A,Direct shipper→driver,[Cancellation] · Reefer · HOS violation risk · Direct shipper→driver: a shipper and driver execute the cancellation step on a reefer load while hos violation risk unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-02-10-B,17,Cancellation,02,Reefer,10,HOS violation risk,B,Broker-routed,[Cancellation] · Reefer · HOS violation risk · Broker-routed: a shipper and driver execute the cancellation step on a reefer load while hos violation risk unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-02-10-C,17,Cancellation,02,Reefer,10,HOS violation risk,C,Catalyst-managed,[Cancellation] · Reefer · HOS violation risk · Catalyst-managed: a shipper and driver execute the cancellation step on a reefer load while hos violation risk unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-02-10-D,17,Cancellation,02,Reefer,10,HOS violation risk,D,Multi-stop / chain,[Cancellation] · Reefer · HOS violation risk · Multi-stop / chain: a shipper and driver execute the cancellation step on a reefer load while hos violation risk unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-03-01-A,17,Cancellation,03,Flatbed,01,Happy path,A,Direct shipper→driver,[Cancellation] · Flatbed · Happy path · Direct shipper→driver: a shipper and driver execute the cancellation step on a flatbed load while happy path unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-03-01-B,17,Cancellation,03,Flatbed,01,Happy path,B,Broker-routed,[Cancellation] · Flatbed · Happy path · Broker-routed: a shipper and driver execute the cancellation step on a flatbed load while happy path unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-03-01-C,17,Cancellation,03,Flatbed,01,Happy path,C,Catalyst-managed,[Cancellation] · Flatbed · Happy path · Catalyst-managed: a shipper and driver execute the cancellation step on a flatbed load while happy path unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-03-01-D,17,Cancellation,03,Flatbed,01,Happy path,D,Multi-stop / chain,[Cancellation] · Flatbed · Happy path · Multi-stop / chain: a shipper and driver execute the cancellation step on a flatbed load while happy path unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-03-02-A,17,Cancellation,03,Flatbed,02,Weather delay,A,Direct shipper→driver,[Cancellation] · Flatbed · Weather delay · Direct shipper→driver: a shipper and driver execute the cancellation step on a flatbed load while weather delay unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-03-02-B,17,Cancellation,03,Flatbed,02,Weather delay,B,Broker-routed,[Cancellation] · Flatbed · Weather delay · Broker-routed: a shipper and driver execute the cancellation step on a flatbed load while weather delay unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-03-02-C,17,Cancellation,03,Flatbed,02,Weather delay,C,Catalyst-managed,[Cancellation] · Flatbed · Weather delay · Catalyst-managed: a shipper and driver execute the cancellation step on a flatbed load while weather delay unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-03-02-D,17,Cancellation,03,Flatbed,02,Weather delay,D,Multi-stop / chain,[Cancellation] · Flatbed · Weather delay · Multi-stop / chain: a shipper and driver execute the cancellation step on a flatbed load while weather delay unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-03-03-A,17,Cancellation,03,Flatbed,03,Mechanical breakdown,A,Direct shipper→driver,[Cancellation] · Flatbed · Mechanical breakdown · Direct shipper→driver: a shipper and driver execute the cancellation step on a flatbed load while mechanical breakdown unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-03-03-B,17,Cancellation,03,Flatbed,03,Mechanical breakdown,B,Broker-routed,[Cancellation] · Flatbed · Mechanical breakdown · Broker-routed: a shipper and driver execute the cancellation step on a flatbed load while mechanical breakdown unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-03-03-C,17,Cancellation,03,Flatbed,03,Mechanical breakdown,C,Catalyst-managed,[Cancellation] · Flatbed · Mechanical breakdown · Catalyst-managed: a shipper and driver execute the cancellation step on a flatbed load while mechanical breakdown unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-03-03-D,17,Cancellation,03,Flatbed,03,Mechanical breakdown,D,Multi-stop / chain,[Cancellation] · Flatbed · Mechanical breakdown · Multi-stop / chain: a shipper and driver execute the cancellation step on a flatbed load while mechanical breakdown unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-03-04-A,17,Cancellation,03,Flatbed,04,Traffic / road closure,A,Direct shipper→driver,[Cancellation] · Flatbed · Traffic / road closure · Direct shipper→driver: a shipper and driver execute the cancellation step on a flatbed load while traffic / road closure unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-03-04-B,17,Cancellation,03,Flatbed,04,Traffic / road closure,B,Broker-routed,[Cancellation] · Flatbed · Traffic / road closure · Broker-routed: a shipper and driver execute the cancellation step on a flatbed load while traffic / road closure unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-03-04-C,17,Cancellation,03,Flatbed,04,Traffic / road closure,C,Catalyst-managed,[Cancellation] · Flatbed · Traffic / road closure · Catalyst-managed: a shipper and driver execute the cancellation step on a flatbed load while traffic / road closure unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-03-04-D,17,Cancellation,03,Flatbed,04,Traffic / road closure,D,Multi-stop / chain,[Cancellation] · Flatbed · Traffic / road closure · Multi-stop / chain: a shipper and driver execute the cancellation step on a flatbed load while traffic / road closure unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-03-05-A,17,Cancellation,03,Flatbed,05,Accident / incident,A,Direct shipper→driver,[Cancellation] · Flatbed · Accident / incident · Direct shipper→driver: a shipper and driver execute the cancellation step on a flatbed load while accident / incident unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-03-05-B,17,Cancellation,03,Flatbed,05,Accident / incident,B,Broker-routed,[Cancellation] · Flatbed · Accident / incident · Broker-routed: a shipper and driver execute the cancellation step on a flatbed load while accident / incident unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-03-05-C,17,Cancellation,03,Flatbed,05,Accident / incident,C,Catalyst-managed,[Cancellation] · Flatbed · Accident / incident · Catalyst-managed: a shipper and driver execute the cancellation step on a flatbed load while accident / incident unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-17-03-05-D,17,Cancellation,03,Flatbed,05,Accident / incident,D,Multi-stop / chain,[Cancellation] · Flatbed · Accident / incident · Multi-stop / chain: a shipper and driver execute the cancellation step on a flatbed load while accident / incident unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
